gene,log2FC,pvalue,neglog10p
SRSF6,0.22265118871923895,9.273525755652774e-107,10.0
L3MBTL1,0.1876266606533495,6.990205857068782e-93,10.0
Z98752.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
SGK2,0.16581985689347287,6.077746683363797e-94,10.0
Z98752.4,0.0017730496453900709,0.008134817833375036,2.0896521626306748
IFT52,0.15626229355248805,5.059064998104608e-83,10.0
MYBL2,0.01026179671588379,5.450156671841579e-06,5.263583044780306
TOX2,-0.014909280838541502,0.0001870361534782235,3.728074205444585
JPH2,0.0007599425604522506,0.17957387023323437,0.7457568569541698
OSER1,0.0994832617776541,9.074008878711444e-61,10.0
OSER1-DT,0.03916246670277314,1.1090026619508413e-23,9.999999999999952
GDAP1L1,0.004812691605200347,7.25792864225791e-05,4.139186707593364
FITM2,0.13569775654558253,4.837118569854796e-79,10.0
R3HDML,0.001519820979905138,0.03381160078401725,1.4709342661275935
AL117382.1,0.0025330563468416844,0.0074718548322235,2.126571568623042
HNF4A,0.048479305638067224,4.960188635986732e-24,9.999999999999979
HNF4A-AS1,0.0015198851209045012,0.05761153360867619,1.2394905630246662
LINC01620,0.0007598784194528875,0.0832645067642441,1.0795400857228505
TTPAL,0.08429887226826019,1.2744279325451369e-51,10.0
SERINC3,0.2016150336437339,4.6498546500328826e-104,10.0
PKIG,0.05909935519386217,6.702865627709159e-22,9.999999999997089
ADA,-0.005866610257428203,0.0008051488591724459,3.094123764151431
LINC01260,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
KCNK15-AS1,-0.0009077511288717833,0.16004966156435413,0.7957452395920721
CCN5,-0.0012660791864253017,0.05872167224343347,1.2312015845772915
KCNK15,-0.0002532286654849329,0.3173717934256071,0.4984316738651132
AL008725.1,0.0035463558547775935,0.004214524698980658,2.375251386357127
YWHAB,0.17781213871951193,2.6419477913233007e-92,10.0
PABPC1L,0.3096016825972503,7.220772830912242e-154,10.0
TOMM34,0.05063144870080842,1.7279696674166403e-23,9.999999999999925
STK4-AS1,-0.0002532286654849329,0.3173717934256069,0.4984316738651135
STK4,0.0904236317251425,1.5991257436199264e-18,9.999999993055086
SLPI,0.015747776308218005,3.707476013735746e-08,7.429751824994526
MATN4,0.0025330563468416844,0.007471854832223495,2.1265715686230426
SDC4,0.4797951448845091,3.429608867044745e-210,10.0
AL021578.1,0.0032928706252952087,0.0007805842998802032,3.1075801324214685
SYS1,0.05804485337356538,2.426953440837496e-27,10.0
TP53TG5,0.014735637980739812,4.10780228727204e-08,7.38533450949266
DBNDD2,0.01104127023538519,5.777231859687336e-06,5.238272685134455
PIGT,0.0675180861054603,8.294846773312617e-32,10.0
AL031663.3,0.0015198851209045012,0.057611533608676144,1.2394905630246666
WFDC2,0.17222796538416185,2.5074685338450045e-58,10.0
AL031663.2,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
WFDC6,0.0015198851209045012,0.057611533608676144,1.2394905630246666
WFDC8,0.00025329280648429586,0.31737180895174844,0.49843165261899913
WFDC11,0.0026812872813367808,0.011338705403871026,1.9454365243334217
WFDC10B,0.11388592841925604,1.1799013288198726e-47,10.0
WFDC13,0.0012664640324214793,0.025328755274128856,1.596386150415858
WFDC3,0.10154761213912064,1.089798659626669e-52,10.0
DNTTIP1,0.17359800080450144,1.0723751000982027e-85,10.0
UBE2C,0.004497826694229564,0.0063590980165025585,2.1966044741000617
TNNC2,0.005362253857676746,0.00014208672163796128,3.8474462004350882
SNX21,0.04874628437565201,4.1442431122428995e-27,10.0
ACOT8,0.092771514473591,8.877844630663022e-49,10.0
ZSWIM3,0.026368730657956807,7.591260807359945e-15,9.999967032824504
ZSWIM1,0.009372795954909391,5.582775992454268e-06,5.253142018646248
SPATA25,0.003187937035304735,0.006586910771495769,2.1813182130241686
NEURL2,0.019949008594768423,5.763386592587465e-14,9.99974977140186
CTSA,0.05941321852679835,1.0203465217540947e-25,10.0
AL008726.1,0.00025335694748365885,0.5635565583937999,0.24906249166907551
PLTP,0.039616653626259,2.9846686001032556e-21,9.999999999987038
AL162458.1,0.020202814529247624,1.2794715489555351e-12,9.994478573361192
PCIF1,0.056817798585158986,1.3506915512375087e-24,9.999999999999995
ZNF335,0.1554856754673657,2.3772674284709217e-72,10.0
MMP9,0.0015214162553390592,0.5085231529731695,0.29368926885135416
SLC12A5-AS1,0.0012665281734208422,0.05867778717693925,1.2315262716442636
SLC12A5,0.0002534210884830218,0.654471897667561,0.18410899679313375
NCOA5,0.21499241326460403,1.0304138516633448e-102,10.0
CD40,0.11990849251360014,1.8002734060429553e-48,10.0
CDH22,0.00025335694748365885,0.5635565583937999,0.24906249166907551
SLC35C2,0.2123750752608401,2.212272269904286e-93,10.0
AL133227.1,0.014673221144102199,8.535679508757028e-09,8.06370348377193
ELMO2,0.23858050462378616,1.7400655381725037e-114,10.0
ZNF334,0.31743054098195495,6.306717305864787e-198,10.0
OCSTAMP,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
SLC13A3,0.24790607674298365,1.7773442167769875e-117,10.0
AL133520.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
TP53RK,0.027232671314329063,1.0047427226710403e-18,9.999999995636458
AL031055.1,-0.0004013579389012803,0.31737179342560706,0.4984316738651133
SLC2A10,0.15697605265372505,9.443315975391465e-92,10.0
EYA2,-0.007600409989387685,0.14936507588043166,0.8257509358675397
ZMYND8,0.8738742126937382,0.0,10.0
AL031666.2,0.003039641959810276,0.0026723282634721485,2.573110178800444
AL031666.3,0.027845409196276028,2.5390742839048486e-16,9.99999889729545
AL031666.1,0.03557273846333214,2.652783553494971e-23,9.999999999999885
LINC01754,-0.00010476778791236141,0.9104430891779224,0.04074719625569238
NCOA3,1.1210783942231095,0.0,10.0
SULF2,-0.001589924693003824,0.6777047001757083,0.16895950226505835
AL354813.1,0.0,,
AL139351.2,-0.0010128505209403686,0.15728192660577248,0.8033211793659575
AL139351.3,-8.103491477550666e-05,0.9460901661847418,0.024067471575094895
LINC00494,-0.003989460855039377,0.0008937858712465235,3.048766466254354
PREX1,-0.103067315751774,8.610821004551114e-33,10.0
AL133342.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
ARFGEF2,0.5321513006952177,1.1350666673773892e-260,10.0
CSE1L-AS1,0.003843330851762689,0.023366082822320448,1.6314140864012974
CSE1L,0.11188354832265682,2.8986115746777235e-60,10.0
STAU1,0.4578474433064403,5.289728252425375e-246,10.0
DDX27,0.15991089902405398,1.2482345804021174e-68,10.0
ZNFX1,0.14343108992922846,2.2259828006286744e-56,10.0
ZFAS1,0.34366923901150626,1.922262838262233e-195,10.0
KCNB1,0.0005066497539679547,0.31716494389601163,0.4987148209459917
PTGIS,0.0017554574878172798,0.4490918138910449,0.3476648611495301
B4GALT5,0.6516263733311435,0.0,10.0
SLC9A8,0.4383613905030494,8.275102515287406e-248,10.0
SPATA2,0.015137214963559156,2.4241300371352636e-08,7.613656224420761
RNF114,0.29361344400515765,4.285810500633402e-173,10.0
SNAI1,0.00025335694748365885,0.5635565583937999,0.24906249166907551
UBE2V1,0.32667740456310457,2.3319044981468613e-171,10.0
TMEM189,0.20538188078532052,3.324544726481405e-107,10.0
LINC01275,0.0031881935993021866,0.020279306379344657,1.6929469012787308
LINC01273,0.03599366488136196,1.5094156320162755e-22,9.999999999999345
CEBPB-AS1,0.017014749211944163,2.65579689022638e-11,9.897710503675865
CEBPB,0.003949328217822357,0.0678213559272325,1.1686335311421712
SMIM25,-0.002425267855401014,0.315565634520718,0.500910297944295
LINC01270,0.024149897812092272,5.86816195924381e-17,9.999999745149038
LINC01271,0.11277979791529666,8.366623075790655e-68,10.0
PTPN1,0.3171315748252739,1.7691002782780547e-127,10.0
AL133230.1,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
RIPOR3,0.0018125239496729153,0.28199290935140703,0.549761811626887
AL353653.1,0.0007598784194528875,0.0832645067642441,1.0795400857228505
PARD6B,0.20709149254702391,1.8012101373394403e-117,10.0
BCAS4,0.1389642765605803,2.3727653408470878e-63,10.0
ADNP,0.4458310787645339,1.7937725691028982e-219,10.0
ADNP-AS1,0.0106818517808425,4.643414653005247e-08,7.332228246953395
DPM1,0.1087781786947137,8.059037108526737e-56,10.0
MOCS3,0.00531953378216639,0.0002482765895282971,3.6050640540437624
KCNG1,0.00014823093449509655,0.7548269620769703,0.12215259537045338
NFATC2,0.29652736145878583,1.3206834252360309e-108,10.0
ATP9A,0.6577315660424572,0.0,10.0
SALL4,0.05168712095833789,5.600922277142015e-25,9.999999999999998
LINC01429,0.0021512460080185154,0.1119245881294087,0.9510744947110983
ZFP64,0.24625176183932226,8.161583889912489e-125,10.0
AL109984.1,0.0020264707338730928,0.020820656901907,1.6815055703201565
LINC01524,0.029723083545087563,2.7646877757965052e-18,9.999999987993114
TSHZ2,0.07618596337255945,1.8462144230112876e-09,8.71080931329658
AL109930.1,0.650772391930956,0.0,10.0
AL354993.1,0.009774677920964984,2.4450668298387493e-05,4.611707489812026
AL354993.2,0.6309477884807522,0.0,10.0
AL157838.1,0.003292934766294572,0.001597096131623467,2.796668915042522
ZNF217,0.3825991882489005,1.2681528744979733e-189,10.0
AC005808.1,0.0004015237409793924,0.4554651921544896,0.34154480725172826
AC005914.1,0.009520385479410857,1.1198533357072192e-07,6.95045121136592
AC006076.1,-0.0005064573309698658,0.15732548826910248,0.8032009114433266
BCAS1,0.12251606147638662,2.86739096531652e-57,10.0
AC005220.1,0.007598784194528876,4.09670857820652e-08,7.386506114620735
CYP24A1,0.0204241078451034,2.5516751927477744e-08,7.59147593740941
AL133335.2,0.0007599425604522506,0.1795738702332344,0.7457568569541697
PFDN4,0.08723206787501527,4.637494415469163e-58,10.0
AL133335.1,0.0005067780359666805,0.4791326659474235,0.31954421903848457
DOK5,0.05202096778855962,1.0452668280683758e-24,9.999999999999995
LINC01440,0.0002534210884830218,0.6544718976675614,0.18410899679313344
CBLN4,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
FAM210B,0.16284788161373753,2.495911306914992e-122,10.0
AURKA,0.2003026109895356,1.7578277124477987e-116,10.0
CSTF1,0.11724518131470169,3.549556579807358e-67,10.0
CASS4,0.009107409744687482,0.07466185368095571,1.1269012311677524
RTF2,0.1981353025118118,4.380795283612238e-101,10.0
GCNT7,0.0002534210884830218,0.654471897667561,0.18410899679313375
FAM209A,0.009373603166981131,0.00012318443689510392,3.909443804855083
FAM209B,0.0005067780359666805,0.4791326659474235,0.31954421903848457
AL109806.2,1.2828199872597524e-07,0.9997979079754883,8.77762773898245e-05
LINC01716,0.00025329280648429586,0.31737180895174844,0.49843165261899913
TFAP2C,0.07758483252924897,4.437172308767917e-45,10.0
BMP7,0.022082204963281393,2.5867084889945425e-10,9.445303919327865
AL122058.1,0.0010131712259371835,0.04548657234186341,1.3421167874098325
RAE1,0.10833815940547087,7.06445458188193e-57,10.0
AL109955.1,-0.0010127222389416427,0.2057913113550217,0.6865729651751177
RBM38,0.011232926796383637,2.2708385203778394e-05,4.643811834938419
AL109955.2,-0.0002532286654849329,0.3173717934256069,0.4984316738651135
ZBP1,-0.0345186129650867,5.79640558616304e-10,9.167720711825268
PMEPA1,0.5319235616407747,1.511152948690724e-195,10.0
NKILA,0.03615081266686337,2.0484139923495065e-21,9.999999999991104
AL354984.2,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
RAB22A,0.31323205160728773,8.921903110351282e-168,10.0
VAPB,0.31142887152779825,1.4892826139040795e-166,10.0
APCDD1L,0.0007599425604522506,0.1795738702332344,0.7457568569541697
APCDD1L-DT,0.009860834522138097,5.7608811358284826e-05,4.239510331604872
LINC01711,0.00025335694748365885,0.5635565583937999,0.24906249166907551
STX16,0.8548006259772924,0.0,10.0
NPEPL1,0.12319149720829986,1.0963058152140758e-46,10.0
AL139349.1,0.0017730496453900709,0.008134817833375036,2.0896521626306748
AL132655.2,0.004052877326746823,0.0006348927542600868,3.197299560896789
GNAS-AS1,0.03139662616569301,2.0755205676157772e-17,9.999999909861296
GNAS,0.3420297276664489,5.029900719609245e-143,10.0
AL121917.1,0.06001984121548699,3.279168849101725e-36,10.0
AL121917.2,0.0007599425604522506,0.1795738702332343,0.74575685695417
AL109840.2,0.029746720729275915,2.7095424444094067e-19,9.999999998823261
NELFCD,0.17360836585914396,3.772369571505869e-83,10.0
CTSZ,0.012524683735842639,0.024417688277021826,1.6122954531111595
TUBB1,0.0010131712259371835,0.04548657234186341,1.3421167874098325
ATP5F1E,0.001013556071933361,0.31665315054111015,0.49941618646425945
PRELID3B,0.02814180692426686,3.0615811757932354e-16,9.999998670374225
ZNF831,-0.03555678822292531,3.043510434642591e-18,9.999999986782202
EDN3,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
PHACTR3,0.007642696328107152,0.0002471842304358111,3.6069790636032666
SYCP2,0.030149923035398152,7.88487620208377e-15,9.999965757767711
FAM217B,0.3756022564075923,2.76926961653328e-230,10.0
PPP1R3D,0.03367159273241037,1.2209604303217418e-19,9.999999999469743
CDH26,0.5414610289143139,4.695145784370497e-305,10.0
C20orf197,0.09289816193705733,4.638347254623884e-53,10.0
MIR646HG,1.1958130678726278,0.0,10.0
CDH4,0.0031819438183524444,0.31348422686003885,0.5037843059227335
AL162457.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
TAF4,0.2889225601650176,4.839225913440667e-131,10.0
AL137077.2,0.0025332487698397736,0.02514126499689091,1.5996128726017251
LSM14B,0.07792891581062109,2.5447969013782067e-36,10.0
PSMA7,0.08470530824527056,1.8737834981492082e-41,10.0
SS18L1,0.15880748768939168,1.0422076820470885e-66,10.0
MTG2,0.1112339604781995,1.4207469986661408e-50,10.0
OSBPL2,0.27168251502690977,7.057230316979867e-123,10.0
ADRM1,0.03190044069608121,1.1029175967001301e-14,9.99995210353862
AL354836.1,0.0035466124187750452,0.010423761569323441,1.9819755269655577
LAMA5,0.06023949177880643,1.321672143268012e-20,9.9999999999426
AL121832.2,0.08060175008135416,1.453580526178202e-45,10.0
RPS21,0.008038593519145026,0.000617106053082774,3.2096401232719316
CABLES2,0.023141596479505516,4.56367914691529e-08,7.3397343053199435
AL121832.3,0.004559462939715414,0.00023309792347091983,3.632461409016155
RBBP8NL,0.026728074072340728,2.3045869612758447e-13,9.999000282126081
AL121832.1,0.005214407769177827,0.00036564600932325746,3.436939043348526
GATA5,0.00014835921649382236,0.8307271707962166,0.08054158467462474
AL499627.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
MIR1-1HG-AS1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
BX640514.2,0.00886582549594462,2.1767896713396394e-06,5.66216358122192
AL450469.1,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
AL357033.1,0.0005067138949673177,0.4139479216683539,0.3830542934474509
SLCO4A1,-0.00217350961030027,0.07634786526864734,1.1172031009988788
AL357033.4,-0.0002528438194887553,0.7817177871500114,0.10695000596965568
AL357033.3,0.0017730496453900709,0.00813481783337502,2.0896521626306757
SLCO4A1-AS1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
NTSR1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC00659,-0.000253100383486207,0.6548644538646038,0.1838485824311629
MRGBP,0.019550034772002983,1.7327040261581618e-08,7.758776365455137
OGFR-AS1,0.0005067780359666805,0.47913266594742376,0.31954421903848435
OGFR,0.06754741703609979,8.440139060791375e-25,9.999999999999996
COL9A3,0.00911934824550639,5.269649680848947e-06,5.27821001378327
TCFL5,0.03850902373721605,1.238496725873297e-20,9.999999999946212
DIDO1,0.36668859719088753,1.12897315792587e-169,10.0
AL117379.1,0.004306234274230481,0.0006596514175628665,3.1806854341076045
GID8,0.06985801547091935,3.91823686363685e-37,10.0
SLC17A9,-0.03188665075694187,3.2676099040745276e-17,9.999999858089527
LINC01749,-0.0017723440943970784,0.0705170591889335,1.1517058069969115
HAR1B,0.0035477028157642155,0.0787498026464265,1.1037505253637054
HAR1A,0.0007599425604522506,0.17957387023323437,0.7457568569541698
AL096828.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
YTHDF1,0.1468209367746635,1.3170185564400507e-73,10.0
BIRC7,-0.001876406331316447,0.29598053063685437,0.5287368553992975
NKAIN4,0.005573147293647501,0.0008783045770187597,3.0563548046006765
ARFGAP1,0.13462662516496984,2.3594915021946347e-43,10.0
COL20A1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
KCNQ2,0.0010131712259371835,0.04548657234186341,1.3421167874098325
EEF1A2,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
PPDPF,0.14833639793551295,8.214188341392497e-64,10.0
PTK6,0.27719667413971666,3.576007502209268e-146,10.0
SRMS,0.025477639864923407,3.769861702788524e-22,9.999999999998362
AL121829.2,0.0036953564812650446,0.03754714081152119,1.4254231274647007
FNDC11,0.001266720596418931,0.16509786248289957,0.7822585492354563
HELZ2,0.14973818794375293,9.22060485078123e-67,10.0
GMEB2,0.17157471684607734,1.4870950671213323e-77,10.0
MHENCR,0.23754326702924203,6.734983631783675e-127,10.0
STMN3,0.0445465605954761,6.915269300794973e-22,9.999999999996996
RTEL1,0.30885669060751625,8.388440453416592e-142,10.0
TNFRSF6B,0.01564813554356445,9.154105549533726e-05,4.038383609910887
ARFRP1,0.265722935330413,1.7391682860434056e-124,10.0
ZGPAT,0.2523901738073319,3.2577886350983074e-131,10.0
LIME1,0.04584547184658586,8.729779486704847e-14,9.99962103588367
SLC2A4RG,0.23640221583040397,5.755012136270419e-113,10.0
ZBTB46,0.030406078531374017,0.00014870781124890416,3.82766592643198
AL121845.1,-0.0007596859964547987,0.0832645067692589,1.0795400856966941
ZBTB46-AS1,-0.000253100383486207,0.654864453864604,0.18384858243116273
AL118506.1,0.04450518748095238,2.390749897520235e-19,9.99999999896171
ABHD16B,0.001519756838905775,0.01428738127359978,1.84504736247627
TPD52L2,0.36804266452128187,4.3077484882151733e-187,10.0
DNAJC5,0.6593419571589684,0.0,10.0
UCKL1,0.21043097682970863,1.7380024026645832e-86,10.0
UCKL1-AS1,0.02389926140750184,4.974401946385906e-11,9.824650513617852
ZNF512B,0.40726081797092917,7.881926790057937e-167,10.0
SAMD10,0.1123223101588753,4.069640460054386e-65,10.0
PRPF6,0.8748063476664303,0.0,10.0
C20orf204,0.031312249790741487,1.571353754654913e-14,9.99993176233466
SOX18,0.00025329280648429586,0.31737180895174844,0.49843165261899913
TCEA2,0.09874750102568336,4.497693482405207e-48,10.0
RGS19,0.019745219087966392,9.912664668821612e-06,5.003805203944276
OPRL1,0.0022807897963471957,0.17825184744054587,0.7489659600875643
AL121581.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
MYT1,0.0056156483252397926,6.743936949025072e-05,4.171085854729146
PCMTD2,0.14400957623841676,1.2173800766196122e-64,10.0
LINC00266-1,0.013975043111134521,1.7694701751669266e-09,8.728281459027412
FP565260.3,-0.0012660150454259387,0.09547948070406956,1.0200899512545236
FP565260.5,0.00025329280648429586,0.3173718089517486,0.4984316526189989
GATD3B,0.0991310598125183,5.260824142799256e-47,10.0
FP565260.1,0.02263157869609246,3.646180360409528e-12,9.984446698191086
FP565260.6,0.0017733703503868858,0.08915633592747312,1.049847787609327
CU633967.1,0.05913508678007834,3.832867719615656e-37,10.0
FP236315.1,0.003441037418790942,0.0008197088766411907,3.0863403089241292
LINC01669,0.00025335694748365885,0.5635565583937999,0.24906249166907551
CU639417.4,-0.000253100383486207,0.6548644538646038,0.1838485824311629
SIK1B,0.0005070345999641322,0.6164198466484174,0.21012338683460072
CU633906.1,0.0085073425354724,2.1204331992072773e-06,5.673554923808065
CU633906.2,0.003799584520262526,0.0010458589107403108,2.98052685751892
U2AF1L5,0.1392980196101486,1.6121496712422099e-81,10.0
CU638689.4,0.006332448444106123,3.3018695033096106e-06,5.481226942159087
CU638689.5,0.0053622538576767464,2.2614269262783908e-05,4.645615520653525
FP475955.1,0.11518953432397336,7.153391227976494e-55,10.0
CU634019.5,0.0025329280648429585,0.0015578704714304607,2.8074686265405195
CU634019.1,0.003799392097264438,0.00010621679897294546,3.9738063820601437
CU633904.1,0.0024279944748524847,0.018219361476041404,1.7394668451928819
FP236241.1,0.0005066497539679547,0.31716494389601185,0.4987148209459914
SMIM11B,0.0032935120352888384,0.02760403591901369,1.5590274145782879
SMIM34B,0.00025335694748365885,0.5635565583937999,0.24906249166907551
KCNE1B,0.00025329280648429586,0.31737180895174844,0.49843165261899913
FP671120.4,-0.02944881889040596,0.013711007142100164,1.8629306397678917
FP671120.6,0.01908004459284398,0.0014030564376354404,2.8529248282671706
FP671120.7,0.016255319779486813,1.3915089303660414e-09,8.826374141968643
FP236383.3,-0.07439652229010285,0.01787560688187721,1.7477392024273404
FP236383.4,0.001161530442431006,0.176278124826927,0.7538015777345023
FP236383.5,-0.00035803397347668056,0.6767861061891193,0.16954856548898514
LINC01666,0.0010132353669365464,0.10234677057594606,0.9899258559789323
CR381670.2,0.1426115044936193,3.4112580349894206e-56,10.0
CR392039.4,0.0007599425604522506,0.1795738702332344,0.7457568569541697
CR381653.1,0.36984854368080294,1.993376244462088e-213,10.0
AC124864.3,0.0007598784194528875,0.0832645067642441,1.0795400857228505
CR382287.2,0.007346196939037573,4.594036144542109e-05,4.337804646881663
AP003900.1,0.002681223140337418,0.007147516362446971,2.145844835684329
TPTE,0.02020394244631618,3.685631494220059e-10,9.329231869883285
AP001347.1,0.21452067326481744,7.610545704105132e-82,10.0
LIPI,0.0017731779273887967,0.034676379412514335,1.4599662525977086
RBM11,0.09650451299225732,2.5723929454749037e-62,10.0
HSPA13,0.050458890752892546,9.955203216297481e-25,9.999999999999996
SAMSN1,-0.044635005744226214,2.607419991795876e-16,9.999998867613362
SAMSN1-AS1,0.00025335694748365885,0.5635565583937999,0.24906249166907551
AF127936.2,-0.0021738303152970847,0.02920512298474295,1.5345409590900283
AF127936.1,-0.0010128505209403686,0.10241924053782629,0.9896184484589003
LINC02246,0.13333431347422697,2.4091934247381936e-67,10.0
AF127577.3,0.006228412828106729,0.001947358303032318,2.7105541110712537
NRIP1,0.8570862367831185,0.0,10.0
AF127577.2,0.0037994562382638007,0.0002707935484990158,3.567361526302176
AF127577.5,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AJ009632.2,0.009717437189984933,2.143914507309901e-06,5.668772280348987
USP25,1.0280913602304973,0.0,10.0
MIR99AHG,0.5449235218734334,2.4268734431835978e-266,10.0
AP001172.1,0.002026342451874367,0.00466464569964041,2.3311813279307265
AP000962.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
AF130359.1,0.0009080452129486211,0.09147215015580787,1.038711111739753
LINC01549,0.00025335694748365885,0.5635565583937999,0.24906249166907551
CXADR,0.6446386039684951,0.0,10.0
BTG3,0.2806340692390681,5.513989458079006e-157,10.0
BTG3-AS1,0.024633118526630533,2.253455866618788e-16,9.999999021337654
C21orf91-OT1,0.012498391193735282,5.235141758832743e-08,7.2802427697684475
C21orf91,0.09724543570563493,1.0333510474917888e-48,10.0
AL109761.1,0.02710512679614005,2.4398835002441957e-14,9.999894050130678
CHODL-AS1,0.001773113786389434,0.01956644206268469,1.7084881365078177
CHODL,0.1799286731727865,1.1398349758739831e-51,10.0
AF130417.1,0.0007600708424509763,0.3169358553227422,0.499028625652303
TMPRSS15,0.0002534210884830218,0.654471897667561,0.18410899679313375
MIR548XHG,0.0007599425604522506,0.1795738702332344,0.7457568569541697
NCAM2,0.16865135278295762,1.1970196659496763e-60,10.0
LINC01687,0.007981776611528952,2.8732249074962917e-05,4.5416288658775645
AP000561.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AP000477.3,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC01684,-0.001919088886747417,0.35499367886410427,0.4497793799461729
AP000146.1,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
AP001341.1,-0.0009506527282208192,0.28887874379487755,0.5392844129802514
LINC00158,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AP000221.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
MIR155HG,-0.011819527091919059,2.7707153731226205e-06,5.557392411462583
AP000223.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
MRPL39,0.0925302469280504,7.450723229739047e-54,10.0
JAM2,-0.0009735577404962033,0.5695865193784734,0.24444029778656462
ATP5PF,0.06020581372801376,1.7582793340440494e-38,10.0
GABPA,0.12069893354175718,1.3544447887365472e-62,10.0
APP,1.2793669400007968,0.0,10.0
AP001442.1,0.008865312367949718,8.061955293968992e-09,8.088205788346839
AP001439.1,0.004052749044748096,0.00015980029672683045,3.7964221468239083
AP000229.1,0.025650481917025108,4.208632512723904e-18,9.99999998172214
AP001596.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
CYYR1-AS1,0.0010131712259371835,0.04548657234186347,1.342116787409832
CYYR1,7.083522799254324e-05,0.9800335037624693,0.008759077068857818
ADAMTS1,0.14195604318182115,1.6322324256913767e-56,10.0
AP001599.1,0.0005066497539679547,0.31716494389601163,0.4987148209459917
ADAMTS5,-0.0012833966261269658,0.44158840628665397,0.35498233724533573
AP001605.1,-0.0002529345814080951,0.7732487272184742,0.11168078612467833
LINC01673,0.0010131712259371835,0.04548657234186341,1.3421167874098325
LINC00113,0.0013480702440610047,0.0986652779037207,1.0058356560887514
AJ006995.1,0.0016679236324015087,0.016262416839205252,1.788814908597118
LINC01697,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
LINC01695,0.010057311794058667,0.001241640369945352,2.906004140490274
AF165147.1,0.09824677341762715,1.9605690457581512e-29,10.0
N6AMT1,0.26578714822445637,3.433310410303925e-154,10.0
LTN1,0.4736026526559141,1.0998791770757412e-252,10.0
RWDD2B,0.09230721084829661,1.1491013649240122e-49,10.0
AF129075.2,0.0053192772181689385,2.5902243512342666e-05,4.586660941384548
USP16,0.33553159301985885,5.885816662490465e-169,10.0
CCT8,0.20570508160596732,1.1038474452006812e-110,10.0
AF129075.1,0.003546163431779505,0.0004594420728974671,3.3377691427586935
AF129075.3,0.0005065856129685917,0.15732549492643708,0.8032008930658618
MAP3K7CL,0.29091908081168505,6.440436298878165e-158,10.0
AF124730.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC00189,0.0005065856129685917,0.15732549492643716,0.8032008930658616
BACH1,0.40541439430085696,9.933248581820294e-120,10.0
BACH1-IT1,0.0017738193373824265,0.20758235851798024,0.6828095577619884
AP000240.1,0.0020265990158718186,0.045255955508629056,1.3443242602650154
BACH1-AS1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
BACH1-IT2,0.0022800842453542035,0.06014142151070353,1.220826310349453
BACH1-IT3,0.0010131712259371835,0.04548657234186341,1.3421167874098325
GRIK1,0.0034411657007896676,0.0026709127723403177,2.5733402788371023
GRIK1-AS1,0.0005067138949673177,0.4139479216683539,0.3830542934474509
CLDN8,0.0025329280648429585,0.0015578704714304579,2.80746862654052
TIAM1,0.04378032445968927,6.312616144241229e-08,7.199103184072956
AP000251.1,0.002934387664822988,0.0010501231171688888,2.9787597395996523
AP000253.1,0.012560668849214763,8.18679210749613e-08,7.086356079639768
SOD1,0.06890326254134047,2.4597737658274557e-46,10.0
AP000254.2,0.0010131712259371835,0.04548657234186341,1.3421167874098325
SCAF4,0.4361007952406166,1.2991176510894885e-240,10.0
AP000255.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
HUNK,0.2464075718293387,2.0516405235978457e-129,10.0
LINC00159,0.01680497371315095,4.5806284278313954e-09,8.329695834016233
AP000265.1,0.0031878087533060095,0.002609359788696183,2.5834660179117015
MIS18A,0.03496247545944037,5.489170543939031e-19,9.999999997616083
MIS18A-AS1,0.006079155637621826,5.525276558337283e-06,5.2576381191568275
